,car_name,price,instalment,mileage,depreciation,purchase_date,remaining,remaining_years,remaining_months,source
227,MAZDA MAZDA3 SEDAN 1.5 AT EU6,63800,733,48700,11966,2017/07/26,4 yrs 10 mths ,4,10,Carbuyer
228,HONDA STREAM 1.8 RSZ A,20800,804,151400,14770,2009/02/23,1 yrs 4 mths ,1,4,Carbuyer
229,HONDA SHUTTLE 1.5G CVT,61800,843,65256,14048,2016/09/28,4 yrs 0 mths ,4,0,Carbuyer
230,KIA SORENTO 2.2(8AT) CRDI 2WD S/R,107800,1075,33232,15804,2018/05/24,5 yrs 8 mths ,5,8,Carbuyer
231,HONDA SHUTTLE 1.5G CVT,66800,792,62012,13221,2017/05/31,4 yrs 8 mths ,4,8,Carbuyer
232,HONDA SHUTTLE 1.5G A,72800,777,64500,12912,2017/12/27,5 yrs 3 mths ,5,3,Carbuyer
233,B.M.W. 216I GRAN TOURER NAV,127800,1211,69000,17951,2018/09/21,6 yrs 0 mths ,6,0,Carbuyer
234,HONDA SHUTTLE 1.5G CVT,86800,854,76512,14244,2018/06/25,5 yrs 9 mths ,5,9,Carbuyer
235,HONDA ODYSSEY ABSOLUTE 2.4 CVT,67800,1240,85268,17526,2015/11/08,2 yrs 11 mths ,2,11,Carbuyer
236,AUDI Q7 3.6 FSI QU S-LINE FACELIFT,105800,956,197211,0,2010/01/29,6 yrs 4 mths ,6,4,Carbuyer
237,KIA FORTE K3 1.6A EX,49800,721,104555,11261,2016/06/20,3 yrs 9 mths ,3,9,Carbuyer
238,Honda City 1.5 SV (A),45800,838,35000,13412,2015/08/18,2 yrs 11 mths ,2,11,Carbuyer
239,Volkswagen Sportsvan 1.4A TSI Comfortline,79800,851,40000,13370,2017/12/18,5 yrs 3 mths ,5,3,Carbuyer
240,BMW 3 Series Sedan 328i Luxury (A),87800,1800,79000,23105,2015/04/28,2 yrs 7 mths ,2,7,Carbuyer
241,BMW X2 sDrive18i M Sport X (A),153800,1274,27500,17013,2020/09/06,7 yrs 9 mths ,7,9,Carbuyer
242,Volkswagen Scirocco 1.4 TSI DSG (A),37800,692,137000,12635,2010/09/29,2 yrs 11 mths ,2,11,Carbuyer
243,Subaru Forester 2.0 XT (A),82800,966,134900,15319,2017/06/29,4 yrs 9 mths ,4,9,Carbuyer
245,BMW 1 Series Hatchback 116d (A),87800,937,66500,15196,2017/12/28,5 yrs 3 mths ,5,3,Carbuyer
246,Nissan Note 1.2 (A),72800,651,21900,10865,2019/02/25,6 yrs 5 mths ,6,5,Carbuyer
247,Mercedes-Benz Maybach S-Class Mild Hybrid S680 4MATIC (A),666800,6095,40000,77899,2018/12/26,6 yrs 3 mths ,6,3,Carbuyer
248,Porsche Cayenne 3.0 (A),498800,4132,2000,45755,2022/02/21,9 yrs 5 mths ,9,5,Carbuyer
249,MINI Cooper S 1.6 Bayswater (A),85800,711,160000,10198,2011/11/15,8 yrs 4 mths ,8,4,Carbuyer
250,Mazda 3 Sedan 1.5 Standard (A),64800,733,90000,12012,2017/08/29,4 yrs 11 mths ,4,11,Carbuyer
251,Mercedes-Benz E-Class Saloon E200 Exclusive (A),148800,1683,89000,22978,2017/08/21,4 yrs 11 mths ,4,11,Carbuyer
252,BMW 7 Series 740Li (A),155800,2515,130000,0,2016/01/25,3 yrs 4 mths ,3,4,Carbuyer
253,Mitsubishi Attrage 1.2 CVT Style (A) Sports,53800,649,80000,11013,2017/02/05,4 yrs 7 mths ,4,7,Carbuyer
254,Kia Carens Diesel 1.7 SX (A),84800,835,60000,12652,2018/06/26,5 yrs 9 mths ,5,9,Carbuyer
255,Honda Vezel  1.5 X (A) Honda Sensing,93800,802,30000,12589,2019/05/07,6 yrs 9 mths ,6,9,Carbuyer
256,Mercedes-Benz GLA-Class GLA180 (A),144800,1200,28083,17176,2020/03/17,7 yrs 6 mths ,7,6,Carbuyer
257,Toyota Harrier 2.0 Premium Panoramic (A),72800,1175,72900,17405,2016/01/14,3 yrs 4 mths ,3,4,Carbuyer
258,Peugeot 508 Fastback 1.6A GT,158800,1316,7412,14957,2021/12/30,9 yrs 3 mths ,9,3,Carbuyer
259,Peugeot 3008 1.6 PureTech EAT8 Active (A),123800,1026,47500,14772,2019/10/12,7 yrs 3 mths ,7,3,Carbuyer
260,Mercedes-Benz A-Class A200 Style (A),91800,1107,38879,17244,2017/04/28,4 yrs 7 mths ,4,7,Carbuyer
261,BMW 2 Series Gran Tourer 216d (A),96800,1112,78000,16984,2017/07/28,4 yrs 10 mths ,4,10,Carbuyer
262,Mitsubishi Lancer EX 1.6 Sports (A),55800,776,80000,12194,2016/08/26,3 yrs 11 mths ,3,11,Carbuyer
263,Mercedes-Benz GLA-Class GLA200 AMG Line Premium (A),163800,1357,50000,17717,2020/09/25,8 yrs 0 mths ,8,0,Carbuyer
264,Mercedes-Benz CLA-Class CLA180 AMG Line (A),158800,1316,59000,19500,2019/09/27,7 yrs 0 mths ,7,0,Carbuyer
265,BMW Z4 sDrive23i (A),103800,860,130000,12463,2011/04/28,8 yrs 3 mths ,8,3,Carbuyer
266,Ford Mustang 5.0 GT (A),359800,2981,14000,39620,2020/10/26,8 yrs 1 mths ,8,1,Carbuyer
267,BMW 3 Series Sedan 318i Sport (A),71800,1279,110000,19150,2015/10/09,3 yrs 0 mths ,3,0,Carbuyer
268,Hyundai Avante 1.6 A GLS S,84800,733,57417,11548,2019/05/22,6 yrs 8 mths ,6,8,Carbuyer
269,Mazda 2 Sedan 1.5 Standard (A),49800,736,103000,12172,2016/05/19,3 yrs 8 mths ,3,8,Carbuyer
270,Nissan Sylphy 1.6 Premium (A),52800,873,61809,13450,2015/12/29,3 yrs 3 mths ,3,3,Carbuyer
271,MINI John Cooper Works Countryman 2.0 (A),238800,1978,8500,22902,2021/08/23,8 yrs 11 mths ,8,11,Carbuyer
272,Honda Vezel  1.5 X Honda Sensing [2018] (A),75800,809,70000,13208,2017/07/12,5 yrs 3 mths ,5,3,Carbuyer
273,Subaru Impreza 4D 1.6i-S (A),65800,793,79000,12717,2017/04/28,4 yrs 7 mths ,4,7,Carbuyer
274,Mercedes-Benz CLA-Class CLA180 Progressive (A),186800,1548,8418,19009,2021/06/22,8 yrs 9 mths ,8,9,Carbuyer
275,Audi A5 Cabriolet 2.0 TFSI quattro S-tronic (A),111800,927,78217,12325,2011/09/29,9 yrs 0 mths ,9,0,Carbuyer
276,Honda Civic 1.5 VTEC Turbo (A),79800,1030,75000,15703,2017/05/01,4 yrs 3 mths ,4,3,Carbuyer
277,Mercedes-Benz E-Class E250 Avantgarde (A) R18,79800,1636,134000,19368,2015/04/05,2 yrs 7 mths ,2,7,Carbuyer
278,KIA NIRO HYBRID 1.6 GDI DCT SUNROOF,68800,843,64000,14725,2017/06/03,4 yrs 6 mths ,4,6,Carbuyer
279,TOYOTA TOYOTA COROLLA ALTIS 1.6L CVT,54800,952,36599,14396,2015/10/21,3 yrs 1 mths ,3,1,Carbuyer
280,Hyundai Elantra 1.6 GLS Elite (A),78888,767,49500,12175,2018/07/26,5 yrs 10 mths ,5,10,Carbuyer
281,Honda Vezel  1.5 X (A),72800,824,83300,13441,2017/08/30,4 yrs 11 mths ,4,11,Carbuyer
282,Mercedes-Benz C-Class Saloon C180 Avantgarde (A),99888,1313,86000,19222,2016/01/12,4 yrs 2 mths ,4,2,Carbuyer
283,Mercedes-Benz CLA-Class Coupe CLA180 Urban (A),134888,1179,28000,17895,2019/04/24,6 yrs 7 mths ,6,7,Carbuyer
284,Honda Vezel  1.5 X Honda Sensing (A),66888,834,73000,13701,2017/02/22,4 yrs 5 mths ,4,5,Carbuyer
285,Toyota RAV4 2.0 Premium (A),122800,1085,64488,16183,2019/03/27,6 yrs 6 mths ,6,6,Carbuyer
286,Nissan X-Trail 2.0 (A),101800,965,62785,14700,2018/09/18,6 yrs 0 mths ,6,0,Carbuyer
287,Mitsubishi Fuso Canter Diesel 3.0 14FT [Euro VI] (A),45800,816,138397,14960,2015/10/09,3 yrs 0 mths ,3,0,Carbuyer
288,Toyota Dyna 150 3.0 (2014) [Euro VI] (M),36800,860,80810,15599,2014/12/29,2 yrs 3 mths ,2,3,Carbuyer
289,Toyota Dyna 150 3.0 (2014) [Euro VI] (M),36800,860,108758,15782,2014/12/19,2 yrs 3 mths ,2,3,Carbuyer
290,Toyota Corolla Altis 1.6 (A),58800,514,172510,8832,2009/10/11,6 yrs 7 mths ,6,7,Carbuyer
291,Volkswagen Jetta 1.4 TSI DSG (A),32000,951,85493,15218,2014/06/30,1 yrs 9 mths ,1,9,Carbuyer
292,Renault Kangoo 1.5T dCi LWB - 90 bhp (A),50800,494,39000,8584,2018/07/16,5 yrs 10 mths ,5,10,Carbuyer
293,Honda City 1.5 SV (A),74888,777,72000,12186,2018/02/13,5 yrs 5 mths ,5,5,Carbuyer
294,Suzuki Every 660 GA Petrol (A),33800,389,127994,6888,2007/08/29,4 yrs 10 mths ,4,10,Carbuyer
295,Toyota Corolla Altis 1.6 Elegance (A)(OPC),61800,771,81963,11722,2017/06/02,4 yrs 5 mths ,4,5,Carbuyer
296,Toyota Vellfire 2.5 Z G-Edition 7-Seater (A),135800,1927,86000,28794,2016/12/07,3 yrs 10 mths ,3,10,Carbuyer
297,Mazda 3 Sedan 1.5 Deluxe Plus (A),63800,824,96300,13169,2016/12/21,4 yrs 3 mths ,4,3,Carbuyer
299,Honda Fit 1.3A GF,78800,667,38543,10877,2019/07/31,6 yrs 10 mths ,6,10,Carbuyer
300,MITSUBISHI ECLIPSE CROSS 1.5 CVT,104800,947,43677,14407,2019/01/14,6 yrs 4 mths ,6,4,Carbuyer
301,MAZDA MAZDA5 5-DOOR WAGON 2.0L SP.6EAT SUNROOF,57800,873,121456,13151,2016/04/29,3 yrs 7 mths ,3,7,Carbuyer
302,Mitsubishi Attrage 1.2 CVT Style (A),58800,610,69613,10287,2018/02/26,5 yrs 5 mths ,5,5,Carbuyer
303,TOYOTA VIOS 1.5 E (AUTO),78800,704,82000,11115,2019/02/22,6 yrs 5 mths ,6,5,Carbuyer
304,Toyota Camry 2.0 (A),39800,658,126000,11966,2011/03/01,3 yrs 3 mths ,3,3,Carbuyer
305,MAZDA MAZDA2 SEDAN 1.5L SP.6EAT (LED),60800,721,111222,11499,2017/05/24,4 yrs 8 mths ,4,8,Carbuyer
306,Mercedes-Benz CLA-Class CLA180 (A),73800,1315,98000,19944,2015/01/10,3 yrs 0 mths ,3,0,Carbuyer
307,Mercedes-Benz C-Class Saloon C180 Avantgarde (A),117800,1333,89000,19418,2017/10/08,4 yrs 11 mths ,4,11,Carbuyer
308,Honda Fit 1.3 G F-Package (A) (Past Model),14900,514,210,9475,2010/03/25,1 yrs 6 mths ,1,6,Carbuyer
309,Mercedes-Benz S-Class S400L (A),148800,3359,99000,31946,2015/01/16,2 yrs 4 mths ,2,4,Carbuyer
310,Kia Cerato K3 1.6 SX (A),49800,786,78000,11864,2016/02/24,3 yrs 5 mths ,3,5,Carbuyer
311,Mazda 3 Hatchback 1.5 Astina (A),125800,1042,14223,13100,2021/09/30,9 yrs 0 mths ,9,0,Carbuyer
312,MERCEDES BENZ CLA180 (R18 BI),81800,1321,81141,20354,2016/01/20,3 yrs 4 mths ,3,4,Carbuyer
313,MAZDA MAZDA3 5-DOOR HATCHBACK 1.5L SP.6EAT,53800,911,82123,15191,2015/11/18,3 yrs 2 mths ,3,2,Carbuyer
314,BMW 5 Series Sedan 520i Luxury (A),151800,1597,92385,22647,2018/01/31,5 yrs 4 mths ,5,4,Carbuyer
315,HONDA FIT 1.3GF CVT,83800,695,49000,10836,2020/02/21,7 yrs 5 mths ,7,5,Carbuyer
316,MITSUBISHI ATTRAGE 1.2 CVT,75800,628,62000,10313,2019/10/14,7 yrs 1 mths ,7,1,Carbuyer
317,HONDA FIT 1.3GF CVT,80800,670,40000,10852,2019/11/13,7 yrs 2 mths ,7,2,Carbuyer
318,HONDA FREED 1.5G HYBRID SENSING AUTO,109800,939,56385,14601,2019/05/07,6 yrs 9 mths ,6,9,Carbuyer
319,HONDA FREED HYBRID 1.5G AUTO,97800,927,67001,14757,2018/06/09,6 yrs 0 mths ,6,0,Carbuyer
320,HONDA SHUTTLE HYBRID 1.5 AUTO,97800,819,50000,13041,2019/08/29,6 yrs 11 mths ,6,11,Carbuyer
321,Mercedes-Benz GLC-Class GLC250,137000,1625,121000,23340,2017/05/23,4 yrs 8 mths ,4,8,Carbuyer
322,KIA CERATO FORTE 1.6SX AT ABS D/AB 2WD 4DR,63800,529,114000,8824,2009/11/26,7 yrs 2 mths ,7,2,Carbuyer
323,HYUNDAI I45 2.0 AT ABS AIRBAG 2WD 4DR,30800,579,120000,10789,2010/07/13,2 yrs 10 mths ,2,10,Carbuyer
324,MERCEDES BENZ B180 (R16 BI),38800,1209,80000,17537,2014/05/27,1 yrs 8 mths ,1,8,Carbuyer
325,MAZDA CX-5 5-DOOR WAGON 2.0L SP.6EAT,64800,1071,105000,16266,2015/12/18,3 yrs 3 mths ,3,3,Carbuyer
326,HYUNDAI I30 (FD) 1.6 DOHC AUTO,18800,586,128000,10806,2009/02/10,1 yrs 8 mths ,1,8,Carbuyer
327,B.M.W. 218I ACTIVE TOURER DSC ABS,51800,1131,92000,16681,2015/02/27,2 yrs 5 mths ,2,5,Carbuyer
328,MERCEDES BENZ GLB200 SPORT AUTO,193800,1606,3500,19893,2021/01/07,8 yrs 9 mths ,8,9,Carbuyer
329,VOLKSWAGEN POLO 1.4 GTI AT 6R19V7 3DR,38500,319,72000,4261,2011/09/16,9 yrs 0 mths ,9,0,Carbuyer
330,MERCEDES BENZ C180 AVANTGARDE (R17 LED),110800,1381,65000,20545,2017/01/03,4 yrs 5 mths ,4,5,Carbuyer
332,Mitsubishi Attrage 1.2 CVT Style (A),43800,520,35100,8729,2017/05/29,4 yrs 8 mths ,4,8,Carbuyer
333,HONDA SHUTTLE HYBRID 1.5 AUTO,91800,794,25000,12687,2019/03/06,6 yrs 8 mths ,6,8,Carbuyer
334,HYUNDAI AE IONIQ HEV 1.6 DCT SR,95800,943,4800,14916,2018/06/13,5 yrs 9 mths ,5,9,Carbuyer
335,B.M.W. X3 SDRIVE20I,173800,1519,42000,22171,2019/04/30,6 yrs 7 mths ,6,7,Carbuyer
336,Renault Fluence Diesel 1.5T dCi Privilege (A),47800,707,87724,11488,2016/05/31,3 yrs 8 mths ,3,8,Carbuyer
340,Hyundai Elantra 1.6 GLS (A) (Past Model),69800,662,23584,10617,2018/09/27,6 yrs 0 mths ,6,0,Carbuyer
342,BMW 3 Series Sedan 318i (A),77800,1104,111814,16284,2016/07/28,3 yrs 10 mths ,3,10,Carbuyer
343,Toyota Camry 2.5 Ascent Sport (A),148800,1233,22000,16146,2021/04/16,8 yrs 7 mths ,8,7,Carbuyer
344,Honda City 1.5 SV (A),78800,747,113000,11690,2018/06/09,6 yrs 0 mths ,6,0,Carbuyer
345,Toyota Corolla Axio 1.5 G (A),46800,793,91500,13606,2015/11/24,3 yrs 2 mths ,3,2,Carbuyer
346,Toyota Vios 1.5A E,17800,614,185000,11319,2009/04/21,1 yrs 6 mths ,1,6,Carbuyer
347,Toyota Aqua Hybrid 1.5 S (A),50800,751,93000,13048,2016/05/18,3 yrs 8 mths ,3,8,Carbuyer
348,Mercedes-Benz CLA-Class CLA180 (A),50888,1585,127500,23823,2014/05/20,1 yrs 8 mths ,1,8,Carbuyer
349,ISUZU NHR85AUE4AA,37888,585,25388,10602,2016/11/03,3 yrs 6 mths ,3,6,Carbuyer
350,Mercedes-Benz E-Class Coupe E250 (A),58800,2588,77000,26543,2013/11/11,1 yrs 2 mths ,1,2,Carbuyer
351,BMW 3 Series Sedan 318i Sport Highline (A),179800,1490,8000,18623,2020/12/29,8 yrs 3 mths ,8,3,Carbuyer
352,Honda Civic 1.6 VTi (A),99800,845,40000,13010,2019/07/29,6 yrs 10 mths ,6,10,Carbuyer
353,Kia Niro Hybrid 1.6 SX (A),140800,1167,6812,13725,2022/03/29,9 yrs 6 mths ,9,6,Carbuyer
354,Fiat Professional Doblo Cargo Diesel 1.6 Multijet MTA (A),20800,544,133000,10093,2014/08/09,2 yrs 0 mths ,2,0,Carbuyer
355,Volvo S60 T4 R-Design (A),170800,1415,39378,18636,2020/09/15,8 yrs 0 mths ,8,0,Carbuyer
356,Hyundai Elantra 1.6 GLS (A) (Past Model),76800,711,57000,11477,2018/11/22,6 yrs 2 mths ,6,2,Carbuyer
357,BMW X4 xDrive20i M Sport (A),89700,1839,125530,24142,2015/04/24,2 yrs 7 mths ,2,7,Carbuyer
358,Suzuki SX4 Hatchback 1.6 (A),47800,518,138000,9120,2008/06/17,5 yrs 2 mths ,5,2,Carbuyer
359,Mitsubishi Lancer EX 1.5 Sports (A),27800,699,137000,12877,2009/12/28,2 yrs 1 mths ,2,1,Carbuyer
360,Honda Fit 1.3 G (A),21800,620,143000,11841,2009/08/07,1 yrs 10 mths ,1,10,Carbuyer
361,Perodua Kenari 1.0 EZ (A),22800,498,7200,9165,2010/12/03,2 yrs 5 mths ,2,5,Carbuyer
362,BMW 5 Series Sedan 523i (A),97800,811,94000,12109,2011/02/28,8 yrs 0 mths ,8,0,Carbuyer
363,Kia Cerato Forte 1.6 SX (A),27800,628,125000,11785,2010/01/13,2 yrs 4 mths ,2,4,Carbuyer
364,Honda Jazz 1.5 CVT Base (A),27800,650,168000,11952,2010/01/15,2 yrs 3 mths ,2,3,Carbuyer
365,Honda Freed 1.5 G (A),74800,654,118000,11235,2009/05/15,6 yrs 7 mths ,6,7,Carbuyer
366,Isuzu TFS85 Double-cab Pickup 3.0A 4x4,38800,2373,120000,20877,2013/07/17,10 mths ,10,0,Carbuyer
367,BMW 2 Series Gran Tourer Diesel 216d Luxury (A),95000,1127,82000,17320,2017/05/30,4 yrs 8 mths ,4,8,Carbuyer
368,BMW Z4 sDrive20i Roadster HID NAV (A),60000,4569,38000,52689,2013/05/16,8 mths ,8,0,Carbuyer
369,Honda Civic 1.6 VTi (A),25800,734,139000,13472,2009/04/08,1 yrs 10 mths ,1,10,Carbuyer
372,FERRARI 458 ITALIA 4.5L SMT ABS D/AB 2WD 2DR HID,528800,4380,80000,67581,2011/01/22,7 yrs 9 mths ,7,9,Carbuyer
373,VOLKSWAGEN GOLF R 2.0L 5DR 5K1RX7,121800,1009,140000,14158,2011/11/04,8 yrs 7 mths ,8,7,Carbuyer
374,MERCEDES BENZ GLA200 AUTO,107800,1299,48000,19787,2017/04/13,4 yrs 7 mths ,4,7,Carbuyer
375,B.M.W. Z4 2.5 SDRIVE23I A,88800,751,150000,12852,2009/11/09,6 yrs 10 mths ,6,10,Carbuyer
376,AUDI Q5 2.0L TFSI QUATTRO AT D/AB HID 4WD 5DR,89502,774,89500,13296,2009/05/28,6 yrs 8 mths ,6,8,Carbuyer
378,B.M.W. Z4 2.5 SDRIVE23I A,91800,761,128000,12145,2010/03/26,7 yrs 6 mths ,7,6,Carbuyer
380,HYUNDAI ELANTRA AD 1.6 GLS AT (AMS),75800,710,67000,11408,2018/05/11,6 yrs 1 mths ,6,1,Carbuyer
381,Mazda 3 Sedan 1.5 Deluxe Sunroof (A),62800,826,67956,13145,2016/11/30,4 yrs 2 mths ,4,2,Carbuyer
382,HONDA SHUTTLE 1.5 HYBRID AT ABS D/AIRBAG 2WD,77800,854,67000,14751,2017/10/13,5 yrs 1 mths ,5,1,Carbuyer
383,SUBARU XV 2.0I-S EYESIGHT AWD CVT,89800,884,62000,14086,2018/06/19,5 yrs 9 mths ,5,9,Carbuyer
384,SUZUKI SWIFT GLX 1.4 AT,62800,757,119888,12281,2017/04/25,4 yrs 7 mths ,4,7,Carbuyer
385,HYUNDAI ELANTRA AD 1.6 GLS AT,66800,792,89000,12722,2017/01/06,4 yrs 8 mths ,4,8,Carbuyer
386,HONDA FIT 1.3GF CVT,83800,695,37000,10685,2020/03/04,7 yrs 6 mths ,7,6,Carbuyer
387,B.M.W. 520I AUTO ABS AIRBAG 2WD XENON HEADLAMP,75800,628,118000,10600,2009/10/28,7 yrs 1 mths ,7,1,Carbuyer
388,MITSUBISHI OUTLANDER 2.4 CVT 4WD,83000,939,80000,14570,2017/08/31,4 yrs 11 mths ,4,11,Carbuyer
389,TOYOTA LEXUS CT200H AUTO STANDARD,93800,777,128000,10733,2011/05/31,8 yrs 8 mths ,8,8,Carbuyer
390,AUDI Q7 3.6 FSI QU (OFFROAD),105600,875,148000,14297,2010/01/22,7 yrs 4 mths ,7,4,Carbuyer
391,Hyundai Avante 1.6 A GLS,85800,711,38808,10881,2019/12/21,7 yrs 3 mths ,7,3,Carbuyer
392,TOYOTA COROLLA ALTIS STANDARD (AUTO)(2WD),109800,910,5000,11570,2021/04/27,8 yrs 7 mths ,8,7,Carbuyer
393,HONDA SHUTTLE 1.5G CVT,75800,766,38000,12770,2018/10/04,5 yrs 7 mths ,5,7,Carbuyer
394,Mercedes-Benz GLC-Class GLC250,123800,1756,56000,25250,2016/08/07,3 yrs 10 mths ,3,10,Carbuyer
395,Nissan Note 1.2 (A),58800,646,65867,10942,2017/10/28,5 yrs 1 mths ,5,1,Carbuyer
397,Subaru Forester 2.0i-L Sunroof (A),82800,896,55506,14526,2017/02/12,5 yrs 2 mths ,5,2,Carbuyer
398,Mercedes-Benz A-Class A200 Progressive (A),156800,1299,20020,17585,2020/07/15,7 yrs 10 mths ,7,10,Carbuyer
399,HONDA STREAM 1.8X A,65800,582,155000,10045,2009/03/23,6 yrs 6 mths ,6,6,Carbuyer
400,HONDA VEZEL HYBRID 1.5X AUTO,98800,845,25000,12927,2019/06/25,6 yrs 9 mths ,6,9,Carbuyer
401,HONDA CIVIC 1.6 VTI CVT,97800,845,25000,13021,2019/03/06,6 yrs 8 mths ,6,8,Carbuyer
402,Nissan Qashqai 1.2 DIG-T Premium (A),76800,869,44960,13909,2017/08/31,4 yrs 11 mths ,4,11,Carbuyer
403,Kia Cerato 1.6 SX (A),65800,820,97332,12800,2017/02/22,4 yrs 5 mths ,4,5,Carbuyer
404,Hyundai Accent 1.4 GL (M),43800,634,86306,10094,2016/01/07,3 yrs 9 mths ,3,9,Carbuyer
405,KIA FORTE K3 1.6A SX,56800,858,63084,13457,2016/12/04,3 yrs 7 mths ,3,7,Carbuyer
406,LAND ROVER DISCOVERY SPORT 2.0D SE 5-SEATER,118800,1304,74000,18338,2017/10/31,5 yrs 1 mths ,5,1,Carbuyer
407,HONDA FREED 1.5G A,71800,621,127000,10649,2009/09/25,6 yrs 8 mths ,6,8,Carbuyer
408,HONDA CIVIC 1.6 VTI CVT,111800,927,14000,12853,2020/07/27,7 yrs 10 mths ,7,10,Carbuyer
409,VOLKSWAGEN PASSAT B8 1.8 TFSI AT 3G24JZ,106800,1012,42000,15226,2018/09/30,6 yrs 0 mths ,6,0,Carbuyer
411,MAZDA CX-3 SKYACTIV-G 2.0 6AT 2WD SR,67800,925,65000,13463,2016/09/28,4 yrs 0 mths ,4,0,Carbuyer
412,Kia Cerato 1.6 SX (A),33800,636,138000,6760,2010/07/20,2 yrs 10 mths ,2,10,Carbuyer
413,Mitsubishi Attrage 1.2 CVT Style (A),70800,633,33686,10609,2019/02/13,6 yrs 5 mths ,6,5,Carbuyer
414,MAZDA MAZDA3 HATCHBACK 1.5 AT STANDARD EU6,82800,749,30000,11718,2019/01/18,6 yrs 4 mths ,6,4,Carbuyer
415,AUDI Q5 2.0 TFSI QUATTRO,97800,811,130000,12233,2010/10/16,7 yrs 11 mths ,7,11,Carbuyer
416,Mitsubishi Attrage 1.2 CVT Style (A),57800,608,70930,10225,2018/02/02,5 yrs 4 mths ,5,4,Carbuyer
418,Mercedes-Benz E-Class E200 CGI (A),93888,778,149000,11273,2011/01/14,8 yrs 3 mths ,8,3,Carbuyer
419,VOLKSWAGEN TIGUAN COMFORTLINE 280 TSI EQP,123800,1188,98000,17722,2018/08/28,5 yrs 11 mths ,5,11,Carbuyer
420,Volkswagen Touran 1.4 TSI DSG (A),35800,1064,130015,15034,2014/11/06,1 yrs 9 mths ,1,9,Carbuyer
421,Toyota Wish 1.8 X (A),77800,938,117675,14372,2017/02/05,4 yrs 7 mths ,4,7,Carbuyer
422,Chevrolet Cruze 1.4 Turbo (A),39800,691,121316,10048,2015/10/29,3 yrs 1 mths ,3,1,Carbuyer
423,MERCEDES BENZ E250 SEDAN (R18),90800,1706,90000,20761,2015/04/08,2 yrs 10 mths ,2,10,Carbuyer
424,MERCEDES BENZ C180 SEDAN AVG (R17 LED),181800,1506,20000,20149,2020/08/09,8 yrs 0 mths ,8,0,Carbuyer
425,TOYOTA C-HR HYBRID 1.8S CVT,95800,897,32000,14053,2018/10/10,6 yrs 1 mths ,6,1,Carbuyer
426,Hyundai Elantra 1.6 GLS (A) S (OPC),68800,669,14872,10642,2018/07/24,5 yrs 10 mths ,5,10,Carbuyer
427,TOYOTA WISH 2.0 AUTO,40800,746,110000,13650,2010/08/31,2 yrs 11 mths ,2,11,Carbuyer
428,Mitsubishi Attrage 1.2 CVT Style (A),76800,637,37159,9446,2020/07/17,7 yrs 10 mths ,7,10,Carbuyer
429,BMW 2 Series Active Tourer Diesel 216d (A),80800,974,69000,15230,2017/04/18,4 yrs 7 mths ,4,7,Carbuyer
430,B.M.W. 318I LED NAV,107800,1184,68000,17777,2017/10/19,5 yrs 1 mths ,5,1,Carbuyer
431,PORSCHE MACAN S PDK E6,238800,2547,80000,35471,2017/12/29,5 yrs 3 mths ,5,3,Carbuyer
432,SUBARU FORESTER 2.0I-L CVT AWD SR,87800,864,35000,13960,2018/06/25,5 yrs 9 mths ,5,9,Carbuyer
434,Audi Q5 2.0 TFSI qu S Tronic Sport (A),191800,1589,63000,22396,2020/01/20,7 yrs 4 mths ,7,4,Carbuyer
435,Honda City 1.5 V (A),74800,746,62940,11658,2018/05/30,5 yrs 8 mths ,5,8,Carbuyer
436,Mercedes-Benz B-Class B180 Style (A),36800,1094,140000,15708,2014/03/07,1 yrs 9 mths ,1,9,Carbuyer
437,Nissan Teana 200 XL (A),56800,962,96565,13563,2015/11/30,3 yrs 2 mths ,3,2,Carbuyer
438,Subaru XV 2.0i-S EyeSight (A),91800,870,68397,13726,2018/03/10,6 yrs 0 mths ,6,0,Carbuyer
439,Honda Civic 1.6 VTi (A),94800,857,34390,13291,2019/01/24,6 yrs 4 mths ,6,4,Carbuyer
440,Mazda 3 Hatchback 1.5 Astina (A),121800,1009,15229,13162,2021/05/18,8 yrs 8 mths ,8,8,Carbuyer
441,Honda HR-V 1.5 DX (A),102800,852,12708,12668,2019/12/27,7 yrs 3 mths ,7,3,Carbuyer
442,Kia Cerato Forte 1.6 SX 6-speed (A),61800,784,95291,12046,2017/01/24,4 yrs 4 mths ,4,4,Carbuyer
443,B.M.W. 216D GRAN TOURER LED NAV 7 SEATER,79800,1132,85000,17267,2016/07/28,3 yrs 10 mths ,3,10,Carbuyer
444,Honda Civic 1.6 i-VTEC (A),94800,888,61000,13847,2018/08/10,6 yrs 1 mths ,6,1,Carbuyer
445,Mazda MX-5 2.0 (A),185800,1539,5678,19691,2020/12/11,8 yrs 2 mths ,8,2,Carbuyer
446,Honda Fit 1.3(A),95800,794,1000,10633,2021/06/14,8 yrs 9 mths ,8,9,Carbuyer
447,VOLKSWAGEN GOLF GTI 2.0 DSG,125800,1288,80000,19016,2018/03/29,5 yrs 6 mths ,5,6,Carbuyer
448,SEAT Ibiza 1.0 EcoTSI DSG Style (A),61800,699,62000,11976,2017/08/18,4 yrs 11 mths ,4,11,Carbuyer
449,Ford Mustang 5.0 GT (A),360800,2989,18000,40438,2020/03/08,7 yrs 10 mths ,7,10,Carbuyer
